19.700001,19.536997
19.700001,19.536997
19.0,19.222658
19.0,18.92386
19.0,18.92386
18.4,18.582895
18.4,18.326807
18.4,18.326807
18.1,18.097689
18.1,17.969614
18.1,17.969614
18.0,17.848467
18.0,17.805735
18.0,17.805735
18.0,17.794138
18.0,17.794138
18.0,17.794138
18.299999,17.896135
18.299999,18.024172
18.299999,18.024172
18.6,18.158266
18.6,18.286303
18.6,18.286303
18.9,18.454882
18.9,18.582895
18.9,18.582895
19.200001,18.759874
19.200001,18.887926
19.200001,18.887926
19.5,19.085527
19.5,19.213572
19.5,19.213572
19.799999,19.519022
19.799999,19.519022
20.1,19.821978
20.1,19.821978
19.9,19.72027
19.9,19.72027
19.299999,19.157763
19.299999,19.157763
18.5,18.400248
18.5,18.400248
17.9,17.75635
17.9,17.75635
17.700001,17.37932
17.700001,17.37932
17.700001,17.358423
17.700001,17.358423
17.799999,17.56727
17.799999,17.56727
18.1,17.870028
18.1,17.870028
18.4,18.213877
18.4,18.213877
18.799999,18.600443
18.799999,18.600443
19.200001,18.911936
19.200001,18.911936
19.5,19.234179
19.5,19.234179
19.799999,19.526636
19.799999,19.526636
19.9,19.759043
19.9,19.759043
19.799999,19.66891
19.799999,19.66891
19.200001,19.142488
19.200001,19.142488
18.5,18.46258
18.5,18.46258
18.1,18.044855
18.1,18.044855
17.9,17.85602
17.9,17.85602
18.0,17.85235
18.0,17.85235
18.200001,18.024233
18.200001,18.024233
18.4,18.238398
18.4,18.238398
18.700001,18.539988
18.700001,18.539988
19.0,18.828447
19.0,18.828447
19.4,19.173174
19.4,19.173174
19.700001,19.484255
19.700001,19.484255
19.9,19.716845
19.9,19.716845
19.9,19.79545
19.9,19.79545
19.4,19.395426
19.4,19.395426
18.700001,18.704332
18.700001,18.704332
18.200001,18.227488
18.200001,18.227488
