Breaks;Date;Time;HUMIDIFICATEUR [I];POMPE_FOND_ECO [B];PPM_CO2_HUMIDE [I];V2V_DESHUMIDIF [B];VANNE_PROP_INF [I];VANNE_PROP_SUP [I];FERMETURE_PORTE [B];MOLE_O2_DERIVEE [R];POMPE_UTA_CHAUD [B];POMPE_UTA_FROID [B]
OPEN;20/06/2025;04:49:47;0;0;510;0;0;0;0;12219;1;0
OPEN;20/06/2025;04:49:48;0;0;548;0;0;0;0;12219;1;0
OPEN;20/06/2025;04:50:17;0;0;548;0;0;0;0;12330;1;0
OPEN;20/06/2025;04:50:18;0;0;556;0;0;0;0;12330;0;0
OPEN;20/06/2025;04:50:19;19;0;556;0;0;0;0;12386;0;0
OPEN;20/06/2025;04:50:47;19;0;556;1;0;0;0;12386;0;1
OPEN;20/06/2025;04:50:48;19;0;518;1;0;0;0;12386;0;1
OPEN;20/06/2025;04:51:17;15;0;518;1;0;0;0;12360;0;1
OPEN;20/06/2025;04:51:18;15;0;550;1;0;0;0;12360;0;1
OPEN;20/06/2025;04:51:47;0;0;550;1;0;0;0;12301;0;1
OPEN;20/06/2025;04:51:48;0;0;452;1;0;0;0;12301;0;1
OPEN;20/06/2025;04:51:54;0;0;452;1;0;0;0;12231;0;1
OPEN;20/06/2025;04:52:17;0;0;452;0;0;0;0;12231;0;1
OPEN;20/06/2025;04:52:18;0;0;480;0;0;0;0;12231;0;1
OPEN;20/06/2025;04:52:22;0;0;480;0;0;0;0;12206;0;1
OPEN;20/06/2025;04:52:24;0;0;480;0;0;0;0;12206;0;0
OPEN;20/06/2025;04:52:47;0;0;480;0;0;0;0;12206;1;0
OPEN;20/06/2025;04:52:48;0;0;483;0;0;0;0;12206;1;0
OPEN;20/06/2025;04:53:11;0;0;483;0;0;0;0;12277;1;0
OPEN;20/06/2025;04:53:13;0;0;483;0;0;0;0;12277;0;0
OPEN;20/06/2025;04:53:17;0;0;483;1;0;0;0;12277;0;1
OPEN;20/06/2025;04:53:18;0;0;510;1;0;0;0;12277;0;1
OPEN;20/06/2025;04:53:47;21;0;510;1;0;0;0;12371;0;1
OPEN;20/06/2025;04:53:48;21;0;526;1;0;0;0;12371;0;1
OPEN;20/06/2025;04:54:17;14;0;526;1;0;0;0;12335;0;1
OPEN;20/06/2025;04:54:18;14;0;567;1;0;0;0;12335;0;1
OPEN;20/06/2025;04:54:47;0;0;567;1;0;0;0;12259;0;1
OPEN;20/06/2025;04:54:48;0;0;569;1;0;0;0;12259;0;1
OPEN;20/06/2025;04:55:11;0;0;569;0;0;0;0;12212;0;1
OPEN;20/06/2025;04:55:17;0;0;569;0;0;0;0;12212;0;0
OPEN;20/06/2025;04:55:18;0;0;503;0;0;0;0;12212;0;0
OPEN;20/06/2025;04:55:47;0;0;503;0;0;0;0;12203;1;0
OPEN;20/06/2025;04:55:48;0;0;580;0;0;0;0;12203;1;0
OPEN;20/06/2025;04:56:01;12;0;580;0;0;0;0;12347;1;0
OPEN;20/06/2025;04:56:03;12;0;580;0;0;0;0;12347;0;0
OPEN;20/06/2025;04:56:17;12;0;580;1;0;0;0;12347;0;1
OPEN;20/06/2025;04:56:18;12;0;520;1;0;0;0;12347;0;1
OPEN;20/06/2025;04:56:47;20;0;520;1;0;0;0;12352;0;1
OPEN;20/06/2025;04:56:48;20;0;504;1;0;0;0;12352;0;1
OPEN;20/06/2025;04:57:17;7;0;504;1;0;0;0;12335;0;1
OPEN;20/06/2025;04:57:18;7;0;478;1;0;0;0;12335;0;1
OPEN;20/06/2025;04:57:38;0;0;478;1;0;0;0;12261;0;1
OPEN;20/06/2025;04:57:47;0;0;478;0;0;0;0;12261;0;1
OPEN;20/06/2025;04:57:48;0;0;591;0;0;0;0;12261;0;1
OPEN;20/06/2025;04:58:06;0;0;591;0;0;0;0;12208;0;1
OPEN;20/06/2025;04:58:08;0;0;591;0;0;0;0;12208;0;0
OPEN;20/06/2025;04:58:17;0;0;591;0;0;0;0;12208;1;0
OPEN;20/06/2025;04:58:18;0;0;522;0;0;0;0;12208;1;0
OPEN;20/06/2025;04:58:47;0;0;522;0;0;0;0;12209;1;0
OPEN;20/06/2025;04:58:48;0;0;552;0;0;0;0;12209;1;0
OPEN;20/06/2025;04:58:56;18;0;552;0;0;0;0;12366;1;0
OPEN;20/06/2025;04:58:58;18;0;552;0;0;0;0;12366;0;0
OPEN;20/06/2025;04:59:17;18;0;552;1;0;0;0;12366;0;1
OPEN;20/06/2025;04:59:18;18;0;584;1;0;0;0;12366;0;1
OPEN;20/06/2025;04:59:47;16;0;584;1;0;0;0;12335;0;1
OPEN;20/06/2025;04:59:48;16;0;536;1;0;0;0;12335;0;1
OPEN;20/06/2025;05:00:17;7;0;536;1;0;0;0;12318;0;1
OPEN;20/06/2025;05:00:18;7;0;546;1;0;0;0;12318;0;1
OPEN;20/06/2025;05:00:33;0;0;546;1;0;0;0;12228;0;1
OPEN;20/06/2025;05:00:48;0;0;546;0;0;0;0;12228;0;1
OPEN;20/06/2025;05:00:57;0;0;576;0;0;0;0;12192;0;1
OPEN;20/06/2025;05:01:04;0;0;576;0;0;0;0;12192;0;0
OPEN;20/06/2025;05:01:18;0;0;576;0;0;0;0;12192;1;0
OPEN;20/06/2025;05:01:47;0;0;547;0;0;0;0;12246;1;0
OPEN;20/06/2025;05:01:48;0;0;547;0;0;0;0;12246;0;0
OPEN;20/06/2025;05:01:49;18;0;534;0;0;0;0;12346;0;0
OPEN;20/06/2025;05:01:54;18;0;534;0;0;0;0;12346;0;1
OPEN;20/06/2025;05:02:18;18;0;534;1;0;0;0;12346;0;1
OPEN;20/06/2025;05:02:48;12;0;577;1;0;0;0;12358;0;1
OPEN;20/06/2025;05:03:18;0;0;542;1;0;0;0;12302;0;1
OPEN;20/06/2025;05:03:19;0;0;524;1;0;0;0;12205;0;1
OPEN;20/06/2025;05:03:47;0;0;524;0;0;0;0;12205;0;1
OPEN;20/06/2025;05:03:48;0;0;524;0;0;0;0;12205;0;0
OPEN;20/06/2025;05:03:49;0;0;532;0;0;0;0;12199;0;0
OPEN;20/06/2025;05:04:18;0;0;532;0;0;0;0;12199;1;0
OPEN;20/06/2025;05:04:37;10;0;508;0;0;0;0;12329;1;0
OPEN;20/06/2025;05:04:39;10;0;508;0;0;0;0;12329;0;0
OPEN;20/06/2025;05:04:48;10;0;508;1;0;0;0;12329;0;1
OPEN;20/06/2025;05:05:18;20;0;482;1;0;0;0;12353;0;1
OPEN;20/06/2025;05:05:48;8;0;548;1;0;0;0;12323;0;1
OPEN;20/06/2025;05:06:09;0;0;524;1;0;0;0;12253;0;1
OPEN;20/06/2025;05:06:18;0;0;524;0;0;0;0;12253;0;1
OPEN;20/06/2025;05:06:36;0;0;523;0;0;0;0;12184;0;1
OPEN;20/06/2025;05:06:39;0;0;523;0;0;0;0;12184;0;0
OPEN;20/06/2025;05:06:48;0;0;523;0;0;0;0;12184;1;0
OPEN;20/06/2025;05:07:18;0;0;560;0;0;0;0;12221;1;0
OPEN;20/06/2025;05:07:27;14;0;516;0;0;0;0;12366;1;0
OPEN;20/06/2025;05:07:28;14;0;516;0;0;0;0;12366;0;0
OPEN;20/06/2025;05:07:29;14;0;516;0;0;0;0;12366;0;1
OPEN;20/06/2025;05:07:48;14;0;516;1;0;0;0;12366;0;1
OPEN;20/06/2025;05:08:18;15;0;553;1;0;0;0;12354;0;1
OPEN;20/06/2025;05:08:48;7;0;538;1;0;0;0;12346;0;1
OPEN;20/06/2025;05:08:59;0;0;503;1;0;0;0;12283;0;1
OPEN;20/06/2025;05:09:18;0;0;503;0;0;0;0;12283;0;1
OPEN;20/06/2025;05:09:26;0;0;521;0;0;0;0;12181;0;1
OPEN;20/06/2025;05:09:34;0;0;521;0;0;0;0;12181;0;0
OPEN;20/06/2025;05:09:48;0;0;521;0;0;0;0;12181;1;0
OPEN;20/06/2025;05:10:17;0;0;547;0;0;0;0;12270;1;0
OPEN;20/06/2025;05:10:18;0;0;547;0;0;0;0;12270;0;0
OPEN;20/06/2025;05:10:19;19;0;573;0;0;0;0;12358;0;1
OPEN;20/06/2025;05:10:48;19;0;573;1;0;0;0;12358;0;1
OPEN;20/06/2025;05:11:18;15;0;595;1;0;0;0;12344;0;1
OPEN;20/06/2025;05:11:48;0;0;510;1;0;0;0;12301;0;1
OPEN;20/06/2025;05:11:54;0;0;535;1;0;0;0;12215;0;1
OPEN;20/06/2025;05:12:18;0;0;535;0;0;0;0;12215;0;1
OPEN;20/06/2025;05:12:19;0;0;493;0;0;0;0;12215;0;1
OPEN;20/06/2025;05:12:22;0;0;493;0;0;0;0;12211;0;1
OPEN;20/06/2025;05:12:24;0;0;493;0;0;0;0;12211;0;0
OPEN;20/06/2025;05:12:48;0;0;493;0;0;0;0;12211;1;0
OPEN;20/06/2025;05:12:49;0;0;540;0;0;0;0;12211;1;0
OPEN;20/06/2025;05:13:12;0;0;540;0;0;0;0;12293;1;0
OPEN;20/06/2025;05:13:13;0;0;540;0;0;0;0;12293;0;0
OPEN;20/06/2025;05:13:14;0;0;540;0;0;0;0;12293;0;1
OPEN;20/06/2025;05:13:18;0;0;540;1;0;0;0;12293;0;1
OPEN;20/06/2025;05:13:19;0;0;541;1;0;0;0;12293;0;1
OPEN;20/06/2025;05:13:48;21;0;541;1;0;0;0;12361;0;1
OPEN;20/06/2025;05:13:49;21;0;487;1;0;0;0;12361;0;1
OPEN;20/06/2025;05:14:18;17;0;487;1;0;0;0;12389;0;1
OPEN;20/06/2025;05:14:19;17;0;484;1;0;0;0;12389;0;1
OPEN;20/06/2025;05:14:48;0;0;484;1;0;0;0;12299;0;1
OPEN;20/06/2025;05:14:49;0;0;530;1;0;0;0;12299;0;1
OPEN;20/06/2025;05:14:54;0;0;530;1;0;0;0;12203;0;1
OPEN;20/06/2025;05:15:11;0;0;530;0;0;0;0;12203;0;1
OPEN;20/06/2025;05:15:18;0;0;530;0;0;0;0;12203;0;0
OPEN;20/06/2025;05:15:19;0;0;519;0;0;0;0;12203;0;0
OPEN;20/06/2025;05:15:48;0;0;519;0;0;0;0;12209;1;0
OPEN;20/06/2025;05:15:49;0;0;557;0;0;0;0;12209;1;0
OPEN;20/06/2025;05:16:04;13;0;557;0;0;0;0;12344;1;0
OPEN;20/06/2025;05:16:07;13;0;557;1;0;0;0;12344;1;0
OPEN;20/06/2025;05:16:09;13;0;557;1;0;0;0;12344;0;0
OPEN;20/06/2025;05:16:18;13;0;557;1;0;0;0;12344;0;1
OPEN;20/06/2025;05:16:19;13;0;591;1;0;0;0;12344;0;1
OPEN;20/06/2025;05:16:48;23;0;591;1;0;0;0;12358;0;1
OPEN;20/06/2025;05:16:49;23;0;550;1;0;0;0;12358;0;1
OPEN;20/06/2025;05:17:18;10;0;550;1;0;0;0;12349;0;1
OPEN;20/06/2025;05:17:19;10;0;530;1;0;0;0;12349;0;1
OPEN;20/06/2025;05:17:44;0;0;530;1;0;0;0;12276;0;1
OPEN;20/06/2025;05:17:48;0;0;530;0;0;0;0;12276;0;1
OPEN;20/06/2025;05:17:49;0;0;498;0;0;0;0;12276;0;1
OPEN;20/06/2025;05:18:12;0;0;498;0;0;0;0;12190;0;1
OPEN;20/06/2025;05:18:14;0;0;498;0;0;0;0;12190;0;0
OPEN;20/06/2025;05:18:18;0;0;498;0;0;0;0;12190;1;0
OPEN;20/06/2025;05:18:19;0;0;583;0;0;0;0;12190;1;0
OPEN;20/06/2025;05:18:48;0;0;583;0;0;0;0;12214;1;0
OPEN;20/06/2025;05:18:49;0;0;516;0;0;0;0;12214;1;0
OPEN;20/06/2025;05:19:02;14;0;516;0;0;0;0;12345;1;0
OPEN;20/06/2025;05:19:04;14;0;516;0;0;0;0;12345;0;0
OPEN;20/06/2025;05:19:18;14;0;516;1;0;0;0;12345;0;1
OPEN;20/06/2025;05:19:19;14;0;568;1;0;0;0;12345;0;1
OPEN;20/06/2025;05:19:48;17;0;568;1;0;0;0;12346;0;1
OPEN;20/06/2025;05:19:49;17;0;545;1;0;0;0;12346;0;1
OPEN;20/06/2025;05:20:18;0;0;545;1;0;0;0;12314;0;1
OPEN;20/06/2025;05:20:19;0;0;480;1;0;0;0;12314;0;1
OPEN;20/06/2025;05:20:34;0;0;480;1;0;0;0;12249;0;1
OPEN;20/06/2025;05:20:48;0;0;480;0;0;0;0;12249;0;1
OPEN;20/06/2025;05:20:49;0;0;437;0;0;0;0;12249;0;1
OPEN;20/06/2025;05:21:02;0;0;437;0;0;0;0;12196;0;1
OPEN;20/06/2025;05:21:09;0;0;437;0;0;0;0;12196;0;0
OPEN;20/06/2025;05:21:18;0;0;437;0;0;0;0;12196;1;0
OPEN;20/06/2025;05:21:19;0;0;583;0;0;0;0;12196;1;0
OPEN;20/06/2025;05:21:48;0;0;583;0;0;0;0;12229;1;0
OPEN;20/06/2025;05:21:49;0;0;593;0;0;0;0;12229;1;0
OPEN;20/06/2025;05:21:52;16;0;593;0;0;0;0;12348;1;0
OPEN;20/06/2025;05:21:54;16;0;593;0;0;0;0;12348;0;0
OPEN;20/06/2025;05:21:59;16;0;593;0;0;0;0;12348;0;1
OPEN;20/06/2025;05:22:18;16;0;593;1;0;0;0;12348;0;1
OPEN;20/06/2025;05:22:19;16;0;573;1;0;0;0;12348;0;1
OPEN;20/06/2025;05:22:48;17;0;573;1;0;0;0;12354;0;1
OPEN;20/06/2025;05:22:49;17;0;506;1;0;0;0;12354;0;1
OPEN;20/06/2025;05:23:18;0;0;506;1;0;0;0;12311;0;1
OPEN;20/06/2025;05:23:19;0;0;557;1;0;0;0;12311;0;1
OPEN;20/06/2025;05:23:29;0;0;557;1;0;0;0;12219;0;1
OPEN;20/06/2025;05:23:48;0;0;557;0;0;0;0;12219;0;1
OPEN;20/06/2025;05:23:49;0;0;589;0;0;0;0;12219;0;1
OPEN;20/06/2025;05:23:52;0;0;589;0;0;0;0;12263;0;1
OPEN;20/06/2025;05:23:59;0;0;589;0;0;0;0;12263;0;0
OPEN;20/06/2025;05:24:18;0;0;589;0;0;0;0;12263;1;0
OPEN;20/06/2025;05:24:19;0;0;601;0;0;0;0;12263;1;0
OPEN;20/06/2025;05:24:42;0;0;601;0;0;0;0;12308;1;0
OPEN;20/06/2025;05:24:44;0;0;601;0;0;0;0;12308;0;0
OPEN;20/06/2025;05:24:48;0;0;601;1;0;0;0;12308;0;1
OPEN;20/06/2025;05:24:49;0;0;515;1;0;0;0;12308;0;1
OPEN;20/06/2025;05:25:18;19;0;515;1;0;0;0;12389;0;1
OPEN;20/06/2025;05:25:19;19;0;552;1;0;0;0;12389;0;1
OPEN;20/06/2025;05:25:48;10;0;552;1;0;0;0;12336;0;1
OPEN;20/06/2025;05:25:49;10;0;592;1;0;0;0;12336;0;1
OPEN;20/06/2025;05:26:14;0;0;592;1;0;0;0;12259;0;1
OPEN;20/06/2025;05:26:18;0;0;592;0;0;0;0;12259;0;1
OPEN;20/06/2025;05:26:19;0;0;482;0;0;0;0;12259;0;1
OPEN;20/06/2025;05:26:42;0;0;482;0;0;0;0;12201;0;1
OPEN;20/06/2025;05:26:44;0;0;482;0;0;0;0;12201;0;0
OPEN;20/06/2025;05:26:48;0;0;482;0;0;0;0;12201;1;0
OPEN;20/06/2025;05:26:49;0;0;534;0;0;0;0;12201;1;0
OPEN;20/06/2025;05:27:18;0;0;534;0;0;0;0;12231;1;0
OPEN;20/06/2025;05:27:19;0;0;501;0;0;0;0;12231;1;0
OPEN;20/06/2025;05:27:32;15;0;501;0;0;0;0;12375;1;0
OPEN;20/06/2025;05:27:34;15;0;501;0;0;0;0;12375;0;0
OPEN;20/06/2025;05:27:49;15;0;501;1;0;0;0;12375;0;1
OPEN;20/06/2025;05:28:19;19;0;606;1;0;0;0;12358;0;1
OPEN;20/06/2025;05:28:49;0;0;565;1;0;0;0;12338;0;1
OPEN;20/06/2025;05:29:08;0;0;553;1;0;0;0;12251;0;1
OPEN;20/06/2025;05:29:19;0;0;553;0;0;0;0;12251;0;1
OPEN;20/06/2025;05:29:37;0;0;578;0;0;0;0;12197;0;1
OPEN;20/06/2025;05:29:39;0;0;578;0;0;0;0;12197;0;0
OPEN;20/06/2025;05:29:49;0;0;578;0;0;0;0;12197;1;0
OPEN;20/06/2025;05:30:19;0;0;489;0;0;0;0;12269;1;0
OPEN;20/06/2025;05:30:27;19;0;544;0;0;0;0;12355;1;0
OPEN;20/06/2025;05:30:28;19;0;544;0;0;0;0;12355;0;0
OPEN;20/06/2025;05:30:29;19;0;544;1;0;0;0;12355;0;0
OPEN;20/06/2025;05:30:49;19;0;544;1;0;0;0;12355;0;1
OPEN;20/06/2025;05:31:19;16;0;534;1;0;0;0;12376;0;1
OPEN;20/06/2025;05:31:49;0;0;547;1;0;0;0;12350;0;1
OPEN;20/06/2025;05:32:04;0;0;529;1;0;0;0;12234;0;1
OPEN;20/06/2025;05:32:19;0;0;529;0;0;0;0;12234;0;1
OPEN;20/06/2025;05:32:27;0;0;529;0;0;0;0;12208;0;1
OPEN;20/06/2025;05:32:34;0;0;529;0;0;0;0;12208;0;0
OPEN;20/06/2025;05:32:49;0;0;529;0;0;0;0;12208;1;0
OPEN;20/06/2025;05:33:17;0;0;541;0;0;0;0;12289;1;0
OPEN;20/06/2025;05:33:19;0;0;541;0;0;0;0;12289;0;0
OPEN;20/06/2025;05:33:49;20;0;516;1;0;0;0;12419;0;1
OPEN;20/06/2025;05:34:19;15;0;572;1;0;0;0;12415;0;1
OPEN;20/06/2025;05:34:49;0;0;530;1;0;0;0;12372;0;1
OPEN;20/06/2025;05:34:54;0;0;527;1;0;0;0;12318;0;1
OPEN;20/06/2025;05:35:19;0;0;527;0;0;0;0;12318;0;1
OPEN;20/06/2025;05:35:21;0;0;619;0;0;0;0;12249;0;1
OPEN;20/06/2025;05:35:24;0;0;619;0;0;0;0;12249;0;0
OPEN;20/06/2025;05:35:49;0;0;619;0;0;0;0;12249;1;0
OPEN;20/06/2025;05:36:12;7;0;527;0;0;0;0;12381;1;0
OPEN;20/06/2025;05:36:14;7;0;527;0;0;0;0;12381;0;0
OPEN;20/06/2025;05:36:19;7;0;527;1;0;0;0;12381;0;1
OPEN;20/06/2025;05:36:49;23;0;558;1;0;0;0;12438;0;1
OPEN;20/06/2025;05:37:19;14;0;523;1;0;0;0;12391;0;1
OPEN;20/06/2025;05:37:49;0;0;498;1;0;0;0;12335;0;1
OPEN;20/06/2025;05:38:17;0;0;547;0;0;0;0;12276;0;1
OPEN;20/06/2025;05:38:19;0;0;547;0;0;0;0;12276;0;0
OPEN;20/06/2025;05:38:49;0;0;539;0;0;0;0;12197;1;0
OPEN;20/06/2025;05:38:50;0;0;522;0;0;0;0;12197;1;0
OPEN;20/06/2025;05:39:07;12;0;522;0;0;0;0;12391;1;0
OPEN;20/06/2025;05:39:09;12;0;522;0;0;0;0;12391;0;0
OPEN;20/06/2025;05:39:19;12;0;522;1;0;0;0;12391;0;1
OPEN;20/06/2025;05:39:20;12;0;533;1;0;0;0;12391;0;1
OPEN;20/06/2025;05:39:49;20;0;533;1;0;0;0;12371;0;1
OPEN;20/06/2025;05:39:50;20;0;498;1;0;0;0;12371;0;1
OPEN;20/06/2025;05:40:19;9;0;498;1;0;0;0;12333;0;1
OPEN;20/06/2025;05:40:20;9;0;604;1;0;0;0;12333;0;1
OPEN;20/06/2025;05:40:44;0;0;604;1;0;0;0;12238;0;1
OPEN;20/06/2025;05:40:49;0;0;604;0;0;0;0;12238;0;1
OPEN;20/06/2025;05:40:50;0;0;541;0;0;0;0;12238;0;1
OPEN;20/06/2025;05:41:12;0;0;541;0;0;0;0;12212;0;1
OPEN;20/06/2025;05:41:15;0;0;541;0;0;0;0;12212;0;0
OPEN;20/06/2025;05:41:19;0;0;541;0;0;0;0;12212;1;0
OPEN;20/06/2025;05:41:20;0;0;517;0;0;0;0;12212;1;0
OPEN;20/06/2025;05:41:49;0;0;517;0;0;0;0;12208;1;0
OPEN;20/06/2025;05:41:50;0;0;523;0;0;0;0;12208;1;0
OPEN;20/06/2025;05:42:02;14;0;523;0;0;0;0;12340;1;0
OPEN;20/06/2025;05:42:04;14;0;523;0;0;0;0;12340;0;0
OPEN;20/06/2025;05:42:19;14;0;523;1;0;0;0;12340;0;1
OPEN;20/06/2025;05:42:20;14;0;544;1;0;0;0;12340;0;1
OPEN;20/06/2025;05:42:49;18;0;544;1;0;0;0;12353;0;1
OPEN;20/06/2025;05:42:50;18;0;522;1;0;0;0;12353;0;1
OPEN;20/06/2025;05:43:19;7;0;522;1;0;0;0;12308;0;1
OPEN;20/06/2025;05:43:20;7;0;498;1;0;0;0;12308;0;1
OPEN;20/06/2025;05:43:39;0;0;498;1;0;0;0;12227;0;1
OPEN;20/06/2025;05:43:49;0;0;498;0;0;0;0;12227;0;1
OPEN;20/06/2025;05:43:50;0;0;542;0;0;0;0;12227;0;1
OPEN;20/06/2025;05:44:02;0;0;542;0;0;0;0;12192;0;1
OPEN;20/06/2025;05:44:10;0;0;542;0;0;0;0;12192;0;0
OPEN;20/06/2025;05:44:19;0;0;542;0;0;0;0;12192;1;0
OPEN;20/06/2025;05:44:20;0;0;534;0;0;0;0;12192;1;0
OPEN;20/06/2025;05:44:49;0;0;534;0;0;0;0;12241;1;0
OPEN;20/06/2025;05:44:50;0;0;455;0;0;0;0;12241;1;0
OPEN;20/06/2025;05:44:52;16;0;455;0;0;0;0;12337;1;0
OPEN;20/06/2025;05:44:54;16;0;455;0;0;0;0;12337;0;0
OPEN;20/06/2025;05:44:59;16;0;455;0;0;0;0;12337;0;1
OPEN;20/06/2025;05:45:19;16;0;455;1;0;0;0;12337;0;1
OPEN;20/06/2025;05:45:20;16;0;556;1;0;0;0;12337;0;1
OPEN;20/06/2025;05:45:49;12;0;556;1;0;0;0;12338;0;1
OPEN;20/06/2025;05:45:50;12;0;474;1;0;0;0;12338;0;1
OPEN;20/06/2025;05:46:19;0;0;474;1;0;0;0;12309;0;1
OPEN;20/06/2025;05:46:20;0;0;503;1;0;0;0;12309;0;1
OPEN;20/06/2025;05:46:24;0;0;503;1;0;0;0;12241;0;1
OPEN;20/06/2025;05:46:49;0;0;503;0;0;0;0;12241;0;1
OPEN;20/06/2025;05:46:50;0;0;494;0;0;0;0;12241;0;1
OPEN;20/06/2025;05:46:51;0;0;494;0;0;0;0;12189;0;1
OPEN;20/06/2025;05:46:54;0;0;494;0;0;0;0;12189;0;0
OPEN;20/06/2025;05:47:19;0;0;494;0;0;0;0;12189;1;0
OPEN;20/06/2025;05:47:20;0;0;566;0;0;0;0;12189;1;0
OPEN;20/06/2025;05:47:42;0;0;566;0;0;0;0;12340;1;0
OPEN;20/06/2025;05:47:43;0;0;566;0;0;0;0;12340;0;0
OPEN;20/06/2025;05:47:49;0;0;566;1;0;0;0;12340;0;1
OPEN;20/06/2025;05:47:50;0;0;528;1;0;0;0;12340;0;1
OPEN;20/06/2025;05:48:19;20;0;528;1;0;0;0;12448;0;1
OPEN;20/06/2025;05:48:20;20;0;453;1;0;0;0;12448;0;1
OPEN;20/06/2025;05:48:49;12;0;453;1;0;0;0;12441;0;1
OPEN;20/06/2025;05:48:50;12;0;542;1;0;0;0;12441;0;1
OPEN;20/06/2025;05:49:13;0;0;542;1;0;0;0;12344;0;1
OPEN;20/06/2025;05:49:19;0;0;542;0;0;0;0;12344;0;1
OPEN;20/06/2025;05:49:20;0;0;582;0;0;0;0;12344;0;1
OPEN;20/06/2025;05:49:41;0;0;582;0;0;0;0;12312;0;1
OPEN;20/06/2025;05:49:49;0;0;582;0;0;0;0;12312;0;0
OPEN;20/06/2025;05:49:50;0;0;547;0;0;0;0;12312;1;0
OPEN;20/06/2025;05:50:19;0;0;547;0;0;0;0;12293;1;0
OPEN;20/06/2025;05:50:20;0;0;574;0;0;0;0;12293;1;0
OPEN;20/06/2025;05:50:32;14;0;574;0;0;0;0;12433;1;0
OPEN;20/06/2025;05:50:33;14;0;574;0;0;0;0;12433;0;0
OPEN;20/06/2025;05:50:49;14;0;574;1;0;0;0;12433;0;1
OPEN;20/06/2025;05:50:50;14;0;593;1;0;0;0;12433;0;1
OPEN;20/06/2025;05:51:19;18;0;593;1;0;0;0;12425;0;1
OPEN;20/06/2025;05:51:20;18;0;579;1;0;0;0;12425;0;1
OPEN;20/06/2025;05:51:49;7;0;579;1;0;0;0;12341;0;1
OPEN;20/06/2025;05:51:50;7;0;569;1;0;0;0;12341;0;1
OPEN;20/06/2025;05:52:09;0;0;569;1;0;0;0;12224;0;1
OPEN;20/06/2025;05:52:19;0;0;569;0;0;0;0;12224;0;1
OPEN;20/06/2025;05:52:20;0;0;594;0;0;0;0;12224;0;1
OPEN;20/06/2025;05:52:36;0;0;594;0;0;0;0;12197;0;1
OPEN;20/06/2025;05:52:39;0;0;594;0;0;0;0;12197;0;0
OPEN;20/06/2025;05:52:49;0;0;594;0;0;0;0;12197;1;0
OPEN;20/06/2025;05:52:50;0;0;592;0;0;0;0;12197;1;0
OPEN;20/06/2025;05:53:20;0;0;592;0;0;0;0;12220;1;0
OPEN;20/06/2025;05:53:27;19;0;620;0;0;0;0;12360;1;0
OPEN;20/06/2025;05:53:28;19;0;620;0;0;0;0;12360;0;0
OPEN;20/06/2025;05:53:29;19;0;620;0;0;0;0;12360;0;1
OPEN;20/06/2025;05:53:50;19;0;620;1;0;0;0;12360;0;1
OPEN;20/06/2025;05:54:20;20;0;488;1;0;0;0;12346;0;1
OPEN;20/06/2025;05:54:50;0;0;498;1;0;0;0;12316;0;1
OPEN;20/06/2025;05:55:04;0;0;504;1;0;0;0;12239;0;1
OPEN;20/06/2025;05:55:20;0;0;504;0;0;0;0;12239;0;1
OPEN;20/06/2025;05:55:31;0;0;564;0;0;0;0;12181;0;1
OPEN;20/06/2025;05:55:34;0;0;564;0;0;0;0;12181;0;0
OPEN;20/06/2025;05:55:50;0;0;564;0;0;0;0;12181;1;0
OPEN;20/06/2025;05:56:20;0;0;515;0;0;0;0;12227;1;0
OPEN;20/06/2025;05:56:23;21;0;506;0;0;0;0;12361;1;0
OPEN;20/06/2025;05:56:24;21;0;506;0;0;0;0;12361;1;1
OPEN;20/06/2025;05:56:27;21;0;506;1;0;0;0;12361;1;1
OPEN;20/06/2025;05:56:50;21;0;506;1;0;0;0;12361;0;1
OPEN;20/06/2025;05:57:20;16;0;520;1;0;0;0;12365;0;1
OPEN;20/06/2025;05:57:50;0;0;512;1;0;0;0;12394;0;1
OPEN;20/06/2025;05:57:59;0;0;524;1;0;0;0;12317;0;1
OPEN;20/06/2025;05:58:20;0;0;524;0;0;0;0;12317;0;1
OPEN;20/06/2025;05:58:26;0;0;558;0;0;0;0;12209;0;1
OPEN;20/06/2025;05:58:29;0;0;558;0;0;0;0;12209;0;0
OPEN;20/06/2025;05:58:50;0;0;558;0;0;0;0;12209;1;0
OPEN;20/06/2025;05:59:19;0;0;473;0;0;0;0;12246;1;0
OPEN;20/06/2025;05:59:20;0;0;473;1;0;0;0;12246;1;0
OPEN;20/06/2025;05:59:22;23;0;533;1;0;0;0;12348;1;0
OPEN;20/06/2025;05:59:23;23;0;533;1;0;0;0;12348;0;0
OPEN;20/06/2025;05:59:50;23;0;533;1;0;0;0;12348;0;1
OPEN;20/06/2025;06:00:20;17;0;539;1;0;0;0;12369;0;1
OPEN;20/06/2025;06:00:50;0;0;544;1;0;0;0;12311;0;1
OPEN;20/06/2025;06:00:53;0;0;467;1;0;0;0;12214;0;1
OPEN;20/06/2025;06:01:20;0;0;467;0;0;0;0;12214;0;1
OPEN;20/06/2025;06:01:21;0;0;539;0;0;0;0;12181;0;1
OPEN;20/06/2025;06:01:28;0;0;539;0;0;0;0;12181;0;0
OPEN;20/06/2025;06:01:50;0;0;539;0;0;0;0;12181;1;0
