Datetime;Breaks;VANNE_UTA_CHAUD [I];VANNE_UTA_FROID [I];TEMPERATURE_SONDE [R];PRESSION_EXTERIEUR [R];HYGROMETRIE_CELLULE [R];TEMPERATURE_REPRISE [R];TEMPERATURE_CONSIGNE [R];TEMPERATURE_SOUFFLAGE [R];TEMPERATURE_ALLER_CHAUD [R];TEMPERATURE_ALLER_FROID [R];MA_VARIATEUR [B]
2025-10-01 04:05:22;;25;0;19,299999;1055;62;19;20;21,299999;43;-5,3000002;0
2025-10-01 04:10:22;;41;0;18,6;1055;58;18,1;20;20,200001;43,599998;-5,5999999;0
2025-10-01 04:15:22;;39;0;19;1055;55;18,299999;20;20,700001;43,299999;-5,0999999;0
2025-10-01 04:20:22;;7;2;20,200001;1055;63;20;20;22,200001;42,799999;-5,1999998;0
2025-10-01 04:25:23;;19;0;19,5;1055;63;19,299999;20;21,5;43,799999;-5,0999999;0
2025-10-01 04:30:23;;45;0;18,299999;1055;57;17,9;20;20,1;43,400002;-5,1999998;0
2025-10-01 04:35:23;;37;0;19,1;1055;55;18,4;20;20,700001;43,099998;-5,6999998;0
2025-10-01 04:40:23;;5;3;20,299999;1055;64;20;20;22,200001;43,5;-4,9000001;0
2025-10-01 04:45:23;;21;0;19,4;1055;63;19,200001;20;21,5;43;-5,1999998;0
2025-10-01 04:50:23;;39;0;18,700001;1055;59;18,299999;20;20,4;44;-5,1999998;0
2025-10-01 04:55:23;;41;0;18,9;1055;54;18,200001;20;20,5;43,299999;-5,6999998;0
2025-10-01 05:00:24;;9;0;20,200001;1055;62;19,799999;20;22,1;42,700001;-5,4000001;0
2025-10-01 05:05:24;;17;0;19,6;1055;63;19,4;20;21,700001;43,599998;-5,0999999;0
2025-10-01 05:10:24;;37;0;18,799999;1055;59;18,4;20;20,6;43,099998;-4,9000001;0
2025-10-01 05:15:24;;45;0;18,700001;1055;54;18;20;20,200001;44;-5,4000001;0
2025-10-01 05:20:24;;15;0;20;1055;59;19,5;20;21,9;43,400002;-5,5999999;0
2025-10-01 05:25:24;;11;0;19,799999;1055;63;19,700001;20;21,799999;43;-5;0
2025-10-01 05:30:25;;31;0;18,9;1055;61;18,700001;20;20,799999;43,5;-5,3000002;0
2025-10-01 05:35:25;;45;0;18,6;1055;56;18;20;20,1;43,599998;-4,8000002;0
2025-10-01 05:40:25;;31;0;19,4;1055;56;18,700001;20;21,1;42,900002;-5,6999998;0
2025-10-01 05:45:25;;7;2;20;1055;64;19,9;20;22;43,099998;-5,1999998;0
2025-10-01 05:50:25;;27;0;19,1;1055;61;18,9;20;21,1;43,599998;-4,9000001;0
2025-10-01 05:55:25;;43;0;18,6;1055;56;18,1;20;20,200001;43,099998;-5,5;0
2025-10-01 06:00:25;;35;0;19,299999;1055;55;18,5;20;20,799999;43;-5,5999999;0
2025-10-01 06:05:26;;5;3;20,200001;1055;65;20;20;22,200001;43,299999;-5;0
2025-10-01 06:10:26;;23;0;19,299999;1055;62;19,1;20;21,299999;43;-5,1999998;0
2025-10-01 06:15:26;;41;0;18,6;1055;58;18,200001;20;20,299999;43,900002;-4,8000002;0
2025-10-01 06:20:26;;41;0;18,9;1055;54;18,200001;20;20,5;43,299999;-5,5;0
2025-10-01 06:25:26;;9;0;20,1;1055;62;19,799999;20;22,1;42,799999;-5,5;0
2025-10-01 06:30:26;;15;0;19,6;1055;63;19,5;20;21,700001;43,599998;-4,9000001;0
2025-10-01 06:35:26;;35;0;18,799999;1055;59;18,5;20;20,700001;43,200001;-5,4000001;0
2025-10-01 06:40:27;;45;0;18,700001;1055;55;18;20;20,1;43,400002;-5,6999998;0
2025-10-01 06:45:27;;13;0;20;1055;60;19,6;20;21,9;43,299999;-5,0999999;0
2025-10-01 06:50:27;;17;0;19,5;1055;63;19,4;20;21,6;42,900002;-5,1999998;0
2025-10-01 06:55:27;;39;0;18,700001;1055;59;18,299999;20;20,4;43,900002;-5,4000001;0
2025-10-01 07:00:27;;43;0;18,799999;1055;55;18,1;20;20,4;43,200001;-5,6999998;0
2025-10-01 07:05:27;;11;0;20,1;1055;61;19,700001;20;21,9;42,700001;-5,0999999;0
2025-10-01 07:10:27;;13;0;19,700001;1055;64;19,6;20;21,700001;43,700001;-5,0999999;0
2025-10-01 07:15:28;;39;0;18,5;1055;59;18,299999;20;20,5;43,299999;-5,5999999;0
2025-10-01 07:20:28;;43;0;18,799999;1055;55;18,1;20;20,299999;43,200001;-4,9000001;0
2025-10-01 07:25:28;;7;2;20,200001;1055;63;19,9;20;22,200001;43,299999;-5,5999999;0
2025-10-01 07:30:28;;17;0;19,6;1055;63;19,4;20;21,6;42,900002;-4,9000001;0
2025-10-01 07:35:28;;37;0;18,700001;1055;60;18,4;20;20,5;43,900002;-5,3000002;0
2025-10-01 07:40:28;;49;0;18,6;1055;53;17,799999;20;20;43,200001;-5,6999998;0
2025-10-01 07:45:28;;5;3;20,200001;1055;64;20;20;22,200001;42,900002;-5,0999999;0
2025-10-01 07:50:29;;21;0;19,4;1055;62;19,200001;20;21,5;43,599998;-4,9000001;0
2025-10-01 07:55:29;;39;0;18,700001;1055;58;18,299999;20;20,5;43,200001;-5,4000001;0
2025-10-01 08:00:29;;43;0;18,799999;1055;54;18,1;20;20,299999;43,200001;-4,9000001;0
2025-10-01 08:05:29;;11;0;20,1;1055;61;19,700001;20;22;43,299999;-5,5999999;0
2025-10-01 08:10:29;;13;0;19,700001;1055;63;19,6;20;21,700001;42,900002;-4,9000001;0
2025-10-01 08:15:29;;35;0;18,799999;1055;60;18,5;20;20,799999;43,900002;-5,3000002;0
2025-10-01 08:20:30;;45;0;18,6;1055;56;18;20;20,200001;43,200001;-5,5999999;0
2025-10-01 08:25:30;;25;0;19,6;1055;56;19;20;21,299999;42,799999;-5,3000002;0
2025-10-01 08:30:30;;7;2;20;1055;64;19,9;20;22;43,599998;-4,9000001;0
2025-10-01 08:35:30;;25;0;19,200001;1055;62;19;20;21,200001;43,200001;-5,5;0
2025-10-01 08:40:30;;45;0;18,6;1055;57;18;20;20,1;43,5;-4,8000002;0
2025-10-01 08:45:30;;35;0;19,299999;1055;55;18,5;20;20,799999;43,400002;-5,5999999;0
2025-10-01 08:50:30;;9;0;19,9;1055;64;19,799999;20;21,9;42,900002;-5,0999999;0
2025-10-01 08:55:30;;31;0;19;1055;60;18,700001;20;20,9;42,5;-5,3000002;0
