Datetime,Date,Time,TEMPERATURE_CONSIGNE [R],TEMPERATURE_REPRISE [R],HYGROMETRIE_CONSIGNE [I],HYGROMETRIE_CELLULE [R],CONSIGNE_CO2 [I],CO2 [R],IRRADIANCE [I],HUMIDIFICATEUR [I],V2V_DESHUMIDIF [B],DESHUMIDIFICATEUR [B],V2V_AIR_VICIE [B],V2V_EAU_PLUIE [I],V2V_CAPTAGE_CO2 [B],V2V_INJECTION_CO2 [B],V2V_ABSORBTION_CO2 [B],V2V_INJ_AIR_NEUF [B]
1676996951.0,0.0,0.0,26.32413793103448,26.013793103448275,52.241379310344826,54.48275862068966,415.0,415.2758620689655,10942.0,0.0,0.7241379310344828,0.7241379310344828,1.0,100.0,0.6206896551724138,0.7241379310344828,0.6206896551724138,1.0
1676997252.0,0.0,0.0,26.2,25.956521739130437,51.0,52.08695652173913,415.0,413.7391304347826,10942.0,0.0,0.6956521739130435,0.7391304347826086,1.0,100.0,0.9565217391304348,0.217391304347826,0.9565217391304348,1.0
1676997552.0,0.0,0.0,26.344444444444445,26.027777944444445,51.72222222222222,53.05555555555556,415.0,414.5,10942.0,1.0555555555555556,0.7222222222222222,0.7222222222222222,1.0,100.0,0.6111111111111112,0.5,0.6111111111111112,1.0
1676997852.0,0.0,0.0,26.4,26.062500125,52.0,53.21875,415.0,414.1875,10942.0,0.0,0.84375,0.8125,1.0,100.0,0.9375,0.34375,0.9375,1.0
1676998152.0,0.0,0.0,26.264285714285712,26.014285714285712,53.35714285714285,54.392857142857146,415.0,413.75,10942.0,0.0,0.8571428571428571,0.8571428571428571,1.0,100.0,0.6071428571428571,0.4642857142857143,0.6071428571428571,1.0
1676998452.0,0.0,0.0,26.2,25.94375,54.0,55.0625,415.0,413.90625,10942.0,2.03125,0.8125,0.8125,1.0,100.0,0.90625,0.375,0.90625,1.0
1676998752.0,0.0,0.0,25.977777777777774,25.855555222222225,56.22222222222222,56.77777777777778,415.0,414.55555555555554,10942.0,2.7777777777777777,0.9444444444444444,0.9444444444444444,1.0,100.0,0.7777777777777778,0.5555555555555556,0.7777777777777778,1.0
1676999053.0,0.0,0.0,25.8,25.435293941176468,58.0,59.94117647058823,415.0,414.9411764705882,10942.0,0.0,0.9411764705882352,0.9411764705882352,1.0,100.0,0.7058823529411765,0.5294117647058824,0.7058823529411765,1.0
1676999353.0,0.0,0.0,25.530769230769238,25.35384607692308,59.61538461538461,60.53846153846154,415.0,413.2307692307692,10942.0,1.3076923076923077,0.7692307692307693,0.7692307692307693,1.0,100.0,0.7692307692307693,0.2307692307692307,0.7692307692307693,1.0
1676999653.0,0.0,0.0,25.3,24.95217391304348,61.0,62.78260869565217,415.0,415.1304347826087,10942.0,0.0,0.9130434782608696,0.9130434782608696,1.0,100.0,0.6521739130434783,0.6956521739130435,0.6521739130434783,1.0
1676999953.0,0.0,0.0,24.875,24.6900005,65.25,65.7,415.0,414.3,10942.0,1.8,1.0,1.0,1.0,100.0,0.85,0.45,0.85,1.0
1677000253.0,0.0,0.0,24.8,24.469565217391303,66.0,67.08695652173913,415.0,414.5652173913044,10942.0,0.0,1.0,1.0,1.0,100.0,0.5217391304347826,0.6086956521739131,0.5217391304347826,1.0
1677000553.0,0.0,0.0,24.642857142857142,24.392856857142856,67.57142857142857,69.0,415.0,414.4285714285714,10942.0,1.0,0.9642857142857144,0.9642857142857144,1.0,100.0,0.8571428571428571,0.4642857142857143,0.8571428571428571,1.0
1677000854.0,0.0,0.0,24.6,24.34615330769231,68.0,69.07692307692308,415.0,414.3076923076923,10942.0,0.0,1.0,1.0,1.0,100.0,0.6153846153846154,0.6153846153846154,0.6153846153846154,1.0
1677001154.0,0.0,0.0,24.221052631578942,24.305263052631577,68.0,68.89473684210526,415.0,414.7368421052632,10942.0,0.8421052631578947,0.7368421052631579,0.7368421052631579,1.0,100.0,0.7368421052631579,0.4736842105263157,0.7368421052631579,1.0
1677001454.0,0.0,0.0,24.0,23.7599998,68.0,69.46666666666667,415.0,413.8,10942.0,0.0,0.9333333333333332,0.9333333333333332,1.0,100.0,0.8666666666666667,0.4,0.8666666666666667,1.0
1677001754.0,0.0,0.0,24.057894736842105,23.757894947368424,69.73684210526316,70.89473684210526,456.6842105263158,415.6315789473685,10942.0,4.2105263157894735,0.8421052631578947,0.8421052631578947,1.0,100.0,0.8947368421052632,0.3157894736842105,0.8947368421052632,1.0
1677002054.0,0.0,0.0,24.1,23.863636,71.0,71.81818181818181,487.0,419.8181818181818,10942.0,2.727272727272727,1.0,1.0,1.0,100.0,1.0,0.0,1.0,1.0
1677002355.0,0.0,0.0,23.75,23.6899999,72.4,72.6,487.0,424.9,10942.0,3.0,1.0,1.0,1.0,100.0,1.0,0.0,1.0,1.0
1677002655.0,0.0,0.0,23.600000000000005,23.383333,73.0,74.41666666666667,487.0,429.0,10942.0,0.0,0.8333333333333334,0.8333333333333334,1.0,100.0,1.0,0.0,1.0,1.0
1677002955.0,0.0,0.0,23.25,23.1799998,75.1,75.3,487.0,433.8,10942.0,2.9,1.0,1.0,1.0,100.0,1.0,0.0,1.0,1.0
